...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
1311,3.69067097833003,0.363460926085199,NJ,2023-05-08,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
1312,3.94739624835634,0.477518525151214,NJ,2023-05-09,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1313,6.15045222502547,0.3989531161745765,NJ,2023-05-10,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0
1314,0.916594772098884,0.267082908482606,NJ,2023-05-11,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
1315,1.8323102161456,0.3681614042349815,NJ,2023-05-12,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1316,0.557246207135512,0.2105277015819515,NJ,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1317,0.805043431998058,0.566858789751985,NJ,2023-05-14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1318,NA,NA,NJ,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1319,0.508501546947591,0.3238025071016875,NJ,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1320,3.087482591755,0.327671002793657,NJ,2023-05-17,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0
1321,1.56047333951321,0.362776336350928,NJ,2023-05-18,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
1322,1.96190745193255,0.352781106701874,NJ,2023-05-19,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
1323,1.81638950651469,0.3668185137038305,NJ,2023-05-20,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
1324,2.05394205947898,0.422243930446874,NJ,2023-05-21,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1
1325,2.37175004461703,0.3931209021939165,NJ,2023-05-22,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
1326,2.31293999751331,0.483553822273103,NJ,2023-05-23,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0
1327,0.57459508957131,0.3681063685197405,NJ,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1328,1.4634957585847,0.4167299835854925,NJ,2023-05-25,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0
1329,1.37756072604604,0.2816212273873075,NJ,2023-05-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1330,2.56960131727195,0.540750962468845,NJ,2023-05-27,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1331,0.507259329837245,0.356589406215824,NJ,2023-05-28,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
1332,1.7684850582829,0.510395639235435,NJ,2023-05-29,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1333,1.28120355825078,0.4997771589641895,NJ,2023-05-30,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
1334,4.25970938405768,0.4741003648721195,NJ,2023-05-31,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
1335,1.35289180105784,0.359061842936909,NJ,2023-06-01,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
1336,3.927407803363,0.2707419640586225,NJ,2023-06-02,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
1337,1.03914920075951,0.4914409629801595,NJ,2023-06-03,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
1338,1.748646024982,0.4417711364462575,NJ,2023-06-04,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0
1339,2.54062284092031,0.4109157082566495,NJ,2023-06-05,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
1340,1.08909243970978,0.407204371116614,NJ,2023-06-06,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1341,1.3225868554408,0.509224445944055,NJ,2023-06-07,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1
1342,1.99601455631711,0.3586965252638085,NJ,2023-06-08,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0
1343,0.660966431091947,0.3405095968180055,NJ,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1344,0.943224547184528,0.371260966881685,NJ,2023-06-10,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
1345,0.327315687483724,0.0387046582396613,NM,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1346,3.5360044652827,0.0702848040987355,NM,2023-05-01,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
1347,1.72891909258445,0.0943412297241545,NM,2023-05-02,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
1348,1.71623483069106,0.149605073913096,NM,2023-05-03,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1349,1.37171917682868,0.150279354356181,NM,2023-05-04,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1350,1.90070985248758,0.0989829519405815,NM,2023-05-05,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1351,0.246026415876921,0.056905738773725,NM,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1352,0.263185231485328,0.0606258488037525,NM,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1353,1.10129371898508,0.135974283304285,NM,2023-05-08,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
1354,2.14252554980679,0.1150644474122865,NM,2023-05-09,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0
1355,1.6870624407669499,0.2929797014175475,NM,2023-05-10,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
1356,1.46150618110795,0.1953822989255545,NM,2023-05-11,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1357,1.39183153785695,0.1947061335058465,NM,2023-05-12,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1358,0.365221107499574,0.0877947127935255,NM,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1359,1.52968325595078,0.188591855653815,NM,2023-05-14,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
1360,1.01363190674322,0.253259007510644,NM,2023-05-15,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
1361,1.05384355758016,0.2496186996448975,NM,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1362,1.15552327433701,0.2353622695636885,NM,2023-05-17,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1363,3.58625855800394,0.1736550629668815,NM,2023-05-18,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
1364,2.45963605286719,0.2342264112906585,NM,2023-05-19,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0
1365,1.3209837322178,0.346321234036575,NM,2023-05-20,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
1366,1.30693318671107,0.1386961361727985,NM,2023-05-21,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1367,0.866966815761298,0.2929940996036915,NM,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1368,1.03191426369366,0.3731667902272765,NM,2023-05-23,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
1369,1.51913624372637,0.21821231051105,NM,2023-05-24,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1370,1.06439905795995,0.170868594608111,NM,2023-05-25,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1371,1.26565489084985,0.240811203343395,NM,2023-05-26,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
1372,0.401465791414033,0.2984906602408245,NM,2023-05-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1373,1.20023712892026,0.1978330256279295,NM,2023-05-28,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1374,0.386786471291085,0.2960269162016835,NM,2023-05-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1375,1.11438636135583,0.53121439849453,NM,2023-05-30,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1376,0.518422322685907,0.3616291226483855,NM,2023-05-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1377,0.931184012665826,0.65573798153444,NM,2023-06-01,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1378,0.994986492542267,0.270473137840516,NM,2023-06-02,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
1379,1.08311073476621,0.51840916759511,NM,2023-06-03,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1380,0.684879238197805,0.3843766464161,NM,2023-06-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1381,1.79922993660501,0.346454853950033,NM,2023-06-05,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
1382,2.56532514283438,0.3111598170858965,NM,2023-06-06,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1383,0.668686354807314,0.374276341452393,NM,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1384,0.438907967145916,0.3132301966743655,NM,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1385,1.61477868961226,0.3548157209194115,NM,2023-06-09,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1386,0.698946669962131,0.390757003304541,NM,2023-06-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1387,1.2044459517444,0.2981263426139485,NV,2023-04-30,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1388,1.16426808295108,0.225159028967979,NV,2023-05-01,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
1389,2.0692287610448,0.3478316068565815,NV,2023-05-02,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0
1390,1.4121290167175,0.105261132425533,NV,2023-05-03,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1391,1.34438460519392,0.2479853647196595,NV,2023-05-04,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1392,0.517333770342335,0.1719227617233185,NV,2023-05-05,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1393,NA,NA,NV,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,2.43219960237611,0.486976648239929,NV,2023-05-07,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
1395,0.538110780199238,0.207384541557618,NV,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1396,0.941680434788325,0.195093153348489,NV,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1397,0.96899240741585,0.224688139812856,NV,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1398,1.00331318322792,0.15266449017547,NV,2023-05-11,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1399,0.34817301319273,0.082652570808454,NV,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1400,0.123417964920705,0.0877947127935255,NV,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1401,NA,NA,NV,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,0.504899288288905,0.253259007510644,NV,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1403,3.12729974908798,0.533525078643925,NV,2023-05-16,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0
1404,1.47918690392438,0.111024319731846,NV,2023-05-17,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1405,1.16108924120764,0.1175192650438975,NV,2023-05-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1406,0.177478852195006,0.124295378408785,NV,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1407,1.27739728481062,0.594360094824505,NV,2023-05-20,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0
1408,0.446623874069108,0.3101073998635335,NV,2023-05-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1409,1.82476499534231,0.435442979289854,NV,2023-05-22,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
1410,NA,NA,NV,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411,NA,NA,NV,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1412,0.874929779145151,0.61742394564385,NV,2023-05-25,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1413,NA,NA,NV,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,NA,NA,NV,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,NA,NA,NV,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,NA,NA,NV,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,0.960440653064088,0.284657631009058,NV,2023-05-30,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1418,0.319827380963809,0.2270142494692065,NV,2023-05-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1419,1.03234106148799,0.354459346003011,NV,2023-06-01,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
1420,NA,NA,NV,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421,0.358135414090904,0.25812278944295,NV,2023-06-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1422,0.446405674906378,0.3175720845800605,NV,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1423,2.91296168596096,0.4609497165320685,NV,2023-06-05,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
1424,1.23400270297679,0.395420429159418,NV,2023-06-06,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1425,0.425263776117637,0.30195617682938253,NV,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1426,1.96853525270766,0.4126905744497995,NV,2023-06-08,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1427,1.60805221031605,0.385677240860692,NV,2023-06-09,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1428,0.633787995916047,0.284049424636118,NV,2023-06-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1429,3.92719442801192,0.347078076146276,NY,2023-04-30,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1430,2.40130220099067,0.232406324258008,NY,2023-05-01,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
1431,3.44552880188711,0.3151091024634245,NY,2023-05-02,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1432,3.15390852587332,0.1462943315929505,NY,2023-05-03,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
1433,2.32896321769039,0.223970526924684,NY,2023-05-04,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
1434,3.3915777833264,0.2597895997056115,NY,2023-05-05,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
1435,3.48320551797842,0.4163964414862135,NY,2023-05-06,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1436,2.2067963645094,0.211248403328175,NY,2023-05-07,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1437,3.94601053183495,0.3259007571172475,NY,2023-05-08,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1438,2.91031334916274,0.277063516390802,NY,2023-05-09,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1439,4.44154683844515,0.3186086101911295,NY,2023-05-10,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
1440,4.63796080827423,0.326632679567472,NY,2023-05-11,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0
1441,2.70124335825892,0.2618088826629485,NY,2023-05-12,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
1442,1.3810194293326,0.368235584152319,NY,2023-05-13,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1443,2.94451659244394,0.366384340057299,NY,2023-05-14,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1444,2.51337288252538,0.3841839813202545,NY,2023-05-15,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
1445,2.3233456067866,0.278749368363189,NY,2023-05-16,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
1446,3.80229547689246,0.334554703862137,NY,2023-05-17,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1447,10.3718933638377,0.467522868060857,NY,2023-05-18,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
1448,3.2924253958363,0.318440581326234,NY,2023-05-19,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
1449,2.72749625225614,0.3389727318892795,NY,2023-05-20,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1450,2.66141436229433,0.343982825521571,NY,2023-05-21,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
1451,5.33921293207245,0.32416873591428,NY,2023-05-22,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0
1452,4.40447622880855,0.362701772909182,NY,2023-05-23,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
1453,2.66412095945006,0.331487010804501,NY,2023-05-24,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0
1454,6.57153396599045,0.4462913583918035,NY,2023-05-25,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
1455,1.80519965945144,0.3398102605492975,NY,2023-05-26,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
1456,1.69344178522076,0.416254727500165,NY,2023-05-27,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
1457,4.20388298155353,0.340850509844739,NY,2023-05-28,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1458,1.82344696635363,0.3341420845856795,NY,2023-05-29,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1459,2.81110561130213,0.363316425449458,NY,2023-05-30,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0
1460,3.59932412704504,0.3789053424863585,NY,2023-05-31,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
1461,2.88117423051985,0.3570092351661475,NY,2023-06-01,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
1462,5.63223415381847,0.419729339514902,NY,2023-06-02,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1463,3.79903670077499,0.3475585358171075,NY,2023-06-03,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
1464,4.19359513724565,0.367182038371621,NY,2023-06-04,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
1465,4.50408545564266,0.404424334845095,NY,2023-06-05,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1466,7.73344085308805,0.424350762637232,NY,2023-06-06,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
1467,3.81208229757403,0.3725423739311575,NY,2023-06-07,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
1468,4.27754378790745,0.428163519843841,NY,2023-06-08,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
1469,5.5973098146254,0.4019362757825115,NY,2023-06-09,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1470,5.68284979047248,0.4487766476679515,NY,2023-06-10,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1471,0.180632876715126,0.0387046582396613,OH,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1472,0.967485486848544,0.1153086544278475,OH,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1473,1.0338719391292,0.3172486569794925,OH,2023-05-02,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1474,0.871551037199312,0.2297442365601015,OH,2023-05-03,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1475,0.843126487222741,0.0500871093438825,OH,2023-05-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1476,1.17391428449342,0.386534562354375,OH,2023-05-05,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
1477,0.264770904355251,0.056905738773725,OH,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1478,0.805644438197638,0.14183552488683349,OH,2023-05-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1479,0.087058208980173,0.064564025050952,OH,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1480,1.87390353545362,0.1192768316068515,OH,2023-05-09,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
1481,0.758308110426553,0.161537314106643,OH,2023-05-10,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1482,0.112005063488023,0.077765256965981,OH,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1483,0.901753917698812,0.4086923260206155,OH,2023-05-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
1484,0.575940177038474,0.3331002600945625,OH,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1485,0.128914305929705,0.0931977831168715,OH,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1486,0.787424744025147,0.4052622069030445,OH,2023-05-15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1487,0.508159178156463,0.3238025071016875,OH,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1488,0.550550689793197,0.3286157319375705,OH,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1489,0.787142905979986,0.117519265043897,OH,2023-05-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1490,1.50522734508439,0.506135864711875,OH,2023-05-19,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1491,0.925555536143142,0.31259360414479,OH,2023-05-20,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1492,0.548229592255797,0.1386961361727985,OH,2023-05-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1493,0.544123569719928,0.1463207562508845,OH,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1494,1.28008893966033,0.59338211116583,OH,2023-05-23,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
1495,1.42170336412227,0.540484383206965,OH,2023-05-24,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
1496,0.231775856570664,0.170868594608111,OH,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1497,0.544699804361344,0.3326337574421975,OH,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1498,0.260568424451907,0.1885867834134585,OH,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1499,NA,NA,OH,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,0.731894851578556,0.207326325128594,OH,2023-05-29,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1501,1.09125340188676,0.517356245353015,OH,2023-05-30,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
1502,0.374549188133595,0.294321686058796,OH,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1503,1.19207034478603,0.557512010622995,OH,2023-06-01,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1504,NA,NA,OH,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,0.654582097360423,0.453492331896681,OH,2023-06-03,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1506,0.898420619442969,0.413306274629959,OH,2023-06-04,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
1507,NA,NA,OH,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,0.412713790406823,0.2967925908459855,OH,2023-06-06,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1509,NA,NA,OH,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,1.84192504823977,0.538494158506545,OH,2023-06-08,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0
1511,0.380729230801832,0.295984601843453,OH,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1512,0.383151059905828,0.2970467822513555,OH,2023-06-10,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1513,NA,NA,OK,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,0.346620222009498,0.04128905481506505,OK,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1515,0.483532413672031,0.1694394207728265,OK,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1516,0.216817747688077,0.04697206198858175,OK,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1517,0.22509894590634,0.0500871093438825,OK,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1518,0.0747446232158458,0.0533955708263705,OK,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1519,0.0833578202020135,0.056905738773725,OK,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1520,0.0889106731830104,0.0606258488037525,OK,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1521,0.0933092874811262,0.064564025050952,OK,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1522,0.921896708244415,0.198054183745028,OK,2023-05-09,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
1523,0.103985666490842,0.073126158117945,OK,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1524,0.503721687108123,0.2525301344547885,OK,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1525,NA,NA,OK,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,NA,NA,OK,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,0.128120097735179,0.0931977831168715,OK,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1528,0.14044485578995,0.09886729505853,OK,2023-05-15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1529,0.76369742771203,0.54279691315393,OK,2023-05-16,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1530,0.747157365712805,0.530635352557745,OK,2023-05-17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1531,NA,NA,OK,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,NA,NA,OK,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
