...1,es_score,brier_score,location,target_date,X22F_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X22F_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
1649,3.841993993465e-4,2.7186757658364e-4,PR,2024-02-14,1,1,1,1,1,1,1,1,1,1
1650,NA,NA,PR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,NA,NA,PR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,NA,NA,PR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,NA,NA,PR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,NA,NA,PR,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,0.0023205386943575,1.19038496892075e-4,PR,2024-02-20,1,1,1,1,1,1,1,1,1,1
1656,0.00224408917331952,1.0373471095147e-4,PR,2024-02-21,1,1,1,1,1,1,1,1,1,1
1657,0.0202018161134512,9.040210577978e-5,PR,2024-02-22,1,1,1,1,1,1,1,1,1,1
1658,0.00494835801951107,7.8787143576845e-5,PR,2024-02-23,1,1,1,1,1,1,1,1,1,1
1659,1.0438310285861e-4,6.866871628166e-5,PR,2024-02-24,1,1,1,1,1,1,1,1,1,1
1660,NA,NA,PR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,0.00294639455576128,5.2175081908845e-5,PR,2024-02-26,1,1,1,1,1,1,1,1,1,1
1662,0.0209866984100379,4.54853751229003e-5,PR,2024-02-27,1,1,1,1,1,1,1,0,1,0
1663,0.00342644799412652,3.965730663752095e-5,PR,2024-02-28,1,1,1,1,1,1,1,1,1,1
1664,0.00200025806753321,3.457969124791605e-5,PR,2024-02-29,1,1,1,1,1,1,1,1,1,1
1665,1.32769351981481,0.1103085485063275,PR,2024-03-01,1,1,0,0,1,1,1,0,0,1
1666,3.91878577419673e-5,2.630088640088775e-5,PR,2024-03-02,1,1,1,1,1,1,1,1,1,1
1667,NA,NA,PR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,1.29582051978516,0.0662744006965185,PR,2024-03-04,1,1,0,0,1,1,1,0,0,1
1669,2.50032957458393e-5,1.74633760633168e-5,PR,2024-03-05,1,1,1,1,1,1,1,1,1,1
1670,0.00248062153684177,1.523968347761145e-5,PR,2024-03-06,1,1,1,1,1,1,1,1,1,1
1671,4.0347396930891e-4,1.3301266781814e-5,PR,2024-03-07,1,1,1,1,1,1,1,1,1,1
1672,0.00126069632439036,1.16113394503107e-5,PR,2024-03-08,1,1,1,1,1,1,1,1,1,1
1673,1.39646310924211,0.331843916236814,PR,2024-03-09,1,1,0,0,1,1,1,0,0,1
1674,NA,NA,PR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,1.21959909831972,0.03553197127496585,PR,2024-03-11,1,1,0,1,0,1,1,0,1,0
1676,1.4980764258901e-4,6.7548998783359e-6,PR,2024-03-12,1,1,1,1,1,1,1,1,1,1
1677,4.8043663267521e-4,5.90216834756835e-6,PR,2024-03-13,1,1,1,1,1,1,1,1,1,1
1678,4.39696437092227e-5,5.15813831484105e-6,PR,2024-03-14,1,1,1,1,1,1,1,1,1,1
1679,4.42366001365668e-5,4.50884867673513e-6,PR,2024-03-15,1,1,1,1,1,1,1,1,1,1
1680,4.45477272771003e-6,3.942140977170425e-6,PR,2024-03-16,1,1,1,1,1,1,1,1,1,1
1681,0.0436261815406544,0.001070581881448355,RI,2024-02-04,1,1,1,1,1,1,1,1,1,1
1682,0.131846774161709,9.341337825297e-4,RI,2024-02-05,1,1,1,1,1,1,1,1,1,1
1683,0.520452166304677,0.0504898343394735,RI,2024-02-06,1,1,1,1,1,1,1,1,1,1
1684,0.0441410595434409,7.1074478946562e-4,RI,2024-02-07,1,1,1,1,1,1,1,1,1,1
1685,0.0109189779850736,6.19795860686765e-4,RI,2024-02-08,1,1,1,1,1,1,1,1,1,1
1686,0.0155466829603097,5.4040287724547e-4,RI,2024-02-09,1,1,1,1,1,1,1,1,1,1
1687,0.00531791513185725,4.7111745224877e-4,RI,2024-02-10,1,1,1,1,1,1,1,1,1,1
1688,0.017893954733443,4.1066852420464e-4,RI,2024-02-11,1,1,1,1,1,1,1,1,1,1
1689,0.0480540614825402,3.5794148884715e-4,RI,2024-02-12,1,1,1,1,1,1,1,1,1,1
1690,4.2594698374684e-4,3.1195962237025e-4,RI,2024-02-13,1,1,1,1,1,1,1,1,1,1
1691,0.00885451228205202,2.7186757658364e-4,RI,2024-02-14,1,1,1,1,1,1,1,1,1,1
1692,0.0153247372584709,2.3691674106456e-4,RI,2024-02-15,1,1,1,1,1,1,1,1,1,1
1693,1.23376833910289,0.194581585877098,RI,2024-02-16,1,1,0,1,0,1,1,0,1,0
1694,0.00106063069505904,1.7990168572069e-4,RI,2024-02-17,1,1,1,1,1,1,1,1,1,1
1695,7.1276363722711e-4,1.5676463835404e-4,RI,2024-02-18,1,1,1,1,1,1,1,1,1,1
1696,1.8876922635846e-4,1.3660410998338e-4,RI,2024-02-19,1,1,1,1,1,1,1,1,1,1
1697,0.00233116756090565,1.19038496892075e-4,RI,2024-02-20,1,1,1,1,1,1,1,1,1,1
1698,0.00845526768315019,1.0373471095147e-4,RI,2024-02-21,1,1,1,1,1,1,1,1,1,1
1699,1.28656372931472,0.1963837064582665,RI,2024-02-22,1,1,0,1,0,1,1,0,1,0
1700,0.00355410783258796,7.8787143576845e-5,RI,2024-02-23,1,1,1,1,1,1,1,1,1,1
1701,1.1965660930648e-4,6.866871628166e-5,RI,2024-02-24,1,1,1,1,1,1,1,1,1,1
1702,NA,NA,RI,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,2.1362625000358e-4,5.2175081908845e-5,RI,2024-02-26,1,1,1,1,1,1,1,1,1,1
1704,8.5884017185308e-4,4.54853751229003e-5,RI,2024-02-27,1,1,1,1,1,1,1,1,1,1
1705,8.908302720729e-4,3.965730663752095e-5,RI,2024-02-28,1,1,1,1,1,1,1,1,1,1
1706,9.5666354408827e-4,3.457969124791605e-5,RI,2024-02-29,1,1,1,1,1,1,1,1,1,1
1707,3.58785980059464e-5,3.015567263396195e-5,RI,2024-03-01,1,1,1,1,1,1,1,1,1,1
1708,1.285520126024e-4,2.630088640088775e-5,RI,2024-03-02,1,1,1,1,1,1,1,1,1,1
1709,1.42128462936814e-5,2.29418561129837e-5,RI,2024-03-03,1,1,1,1,1,1,1,1,1,1
1710,NA,NA,RI,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,7.7937976492376e-4,1.74633760633168e-5,RI,2024-03-05,1,1,1,1,1,1,1,1,1,1
1712,1.0219107183399e-4,1.523968347761145e-5,RI,2024-03-06,1,1,1,1,1,1,1,1,1,1
1713,7.2488344755654e-4,1.3301266781814e-5,RI,2024-03-07,1,1,1,1,1,1,1,1,1,1
1714,NA,NA,RI,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,NA,NA,RI,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,2.37729299436525e-5,8.8529741587009e-6,RI,2024-03-10,1,1,1,1,1,1,1,1,1,1
1717,NA,NA,RI,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,2.59508188239577e-5,6.7548998783359e-6,RI,2024-03-12,1,1,1,1,1,1,1,1,1,1
1719,1.13985613189862e-5,5.90216834756835e-6,RI,2024-03-13,1,1,1,1,1,1,1,1,1,1
1720,1.103086576648e-4,5.15813831484105e-6,RI,2024-03-14,1,1,1,1,1,1,1,1,1,1
1721,6.67650221421769e-5,4.50884867673513e-6,RI,2024-03-15,1,1,1,1,1,1,1,1,1,1
1722,5.93969697250613e-6,3.942140977170425e-6,RI,2024-03-16,1,1,1,1,1,1,1,1,1,1
1723,0.00147093767144593,0.001070581881448355,SC,2024-02-04,1,1,1,1,1,1,1,1,1,1
1724,2.42433947163209,0.376865070180521,SC,2024-02-05,1,1,0,1,0,1,1,0,1,0
1725,0.00918850091695808,8.1489876848421e-4,SC,2024-02-06,1,1,1,1,1,1,1,1,1,1
1726,2.54333734937829,0.4744910747694515,SC,2024-02-07,1,1,0,1,0,1,0,0,1,0
1727,1.12087529425063,0.190830583188789,SC,2024-02-08,1,1,0,1,0,1,1,0,1,0
1728,0.00632512848082323,5.4040287724547e-4,SC,2024-02-09,1,1,1,1,1,1,1,1,1,1
1729,5.9215950438022e-4,4.7111745224877e-4,SC,2024-02-10,1,1,1,1,1,1,1,1,1,1
1730,NA,NA,SC,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,0.0201400061829466,3.5794148884715e-4,SC,2024-02-12,1,1,1,1,1,1,1,1,1,1
1732,0.00984691922580197,3.1195962237025e-4,SC,2024-02-13,1,1,1,1,1,1,1,1,1,1
1733,0.00162729354422201,2.7186757658364e-4,SC,2024-02-14,1,1,1,1,1,1,1,1,1,1
1734,0.00502087117655181,2.3691674106456e-4,SC,2024-02-15,1,1,1,1,1,1,1,1,1,1
1735,0.00492732244849353,2.0645228240542e-4,SC,2024-02-16,1,1,1,1,1,1,1,1,1,1
1736,NA,NA,SC,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,NA,NA,SC,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,0.00481198529405261,1.3660410998338e-4,SC,2024-02-19,1,1,1,1,1,1,1,1,1,1
1739,0.00244347105588322,1.19038496892075e-4,SC,2024-02-20,1,1,1,1,1,1,1,1,1,1
1740,0.00132405253071706,1.0373471095147e-4,SC,2024-02-21,1,1,1,1,1,1,1,1,1,1
1741,5.0333661247818e-4,9.040210577978e-5,SC,2024-02-22,1,1,1,1,1,1,1,1,1,1
1742,1.1003995710243e-4,7.8787143576845e-5,SC,2024-02-23,1,1,1,1,1,1,1,1,1,1
1743,NA,NA,SC,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,0.0029081737478898898,5.985404397736e-5,SC,2024-02-25,1,1,1,1,1,1,1,1,1,1
1745,0.00917555396530736,5.2175081908845e-5,SC,2024-02-26,1,1,1,1,1,1,1,1,1,1
1746,0.00107061883762419,4.54853751229003e-5,SC,2024-02-27,1,1,1,1,1,1,1,1,1,1
1747,0.0104798410627371,3.965730663752095e-5,SC,2024-02-28,1,1,1,1,1,1,1,1,1,1
1748,2.9513593689161e-4,3.457969124791605e-5,SC,2024-02-29,1,1,1,1,1,1,1,1,1,1
1749,1.8028394491284e-4,3.015567263396195e-5,SC,2024-03-01,1,1,1,1,1,1,1,1,1,1
1750,NA,NA,SC,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,4.20445691206375e-5,2.29418561129837e-5,SC,2024-03-03,1,1,1,1,1,1,1,1,1,1
1752,9.896799667761e-4,2.0014593318894e-5,SC,2024-03-04,1,1,1,1,1,1,1,1,1,1
1753,6.46012754003927e-5,1.74633760633168e-5,SC,2024-03-05,1,1,1,1,1,1,1,1,1,1
1754,1.36551430942383,0.165774684701898,SC,2024-03-06,1,1,0,0,1,1,1,0,0,1
1755,1.39561430643342,0.4965061045443225,SC,2024-03-07,1,1,0,1,0,1,1,0,1,0
1756,6.01747869587652e-5,1.16113394503107e-5,SC,2024-03-08,1,1,1,1,1,1,1,1,1,1
1757,NA,NA,SC,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,NA,NA,SC,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,1.3295291370867e-4,7.7323648573979e-6,SC,2024-03-11,1,1,1,1,1,1,1,1,1,1
1760,1.21480945012653e-5,6.7548998783359e-6,SC,2024-03-12,1,1,1,1,1,1,1,1,1,1
1761,1.3153600322197e-4,5.90216834756835e-6,SC,2024-03-13,1,1,1,1,1,1,1,1,1,1
1762,1.20632416875212e-5,5.15813831484105e-6,SC,2024-03-14,1,1,1,1,1,1,1,1,1,1
1763,2.65730727827236e-5,4.50884867673513e-6,SC,2024-03-15,1,1,1,1,1,1,1,1,1,1
1764,NA,NA,SC,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,0.00123640449395367,0.001070581881448355,SD,2024-02-04,1,1,1,1,1,1,1,1,1,1
1766,1.25381023973023,0.470847804280019,SD,2024-02-05,1,1,0,1,0,1,1,0,1,0
1767,1.3244933309254,0.48302217892949,SD,2024-02-06,1,1,0,0,1,1,1,0,0,1
1768,NA,NA,SD,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,NA,NA,SD,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,NA,NA,SD,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,NA,NA,SD,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,SD,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,NA,NA,SD,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,SD,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,NA,NA,SD,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,NA,NA,SD,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,9.5532920344172e-4,2.0645228240542e-4,SD,2024-02-16,1,1,1,1,1,1,1,1,1,1
1778,NA,NA,SD,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,2.2446397682807e-4,1.5676463835404e-4,SD,2024-02-18,1,1,1,1,1,1,1,1,1,1
1780,1.5704841599872e-4,1.3660410998338e-4,SD,2024-02-19,1,1,1,1,1,1,1,1,1,1
1781,2.1128350631249e-4,1.19038496892075e-4,SD,2024-02-20,1,1,1,1,1,1,1,1,1,1
1782,NA,NA,SD,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,NA,NA,SD,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,1.1576752201277e-4,7.8787143576845e-5,SD,2024-02-23,1,1,1,1,1,1,1,1,1,1
1785,NA,NA,SD,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,8.57154838609826e-5,5.985404397736e-5,SD,2024-02-25,1,1,1,1,1,1,1,1,1,1
1787,5.8020939973604e-4,5.2175081908845e-5,SD,2024-02-26,1,1,1,1,1,1,1,1,1,1
1788,1.38994010122202,0.495500518182798,SD,2024-02-27,1,1,0,0,1,1,1,0,0,1
1789,1.3992648017599,0.987826096987435,SD,2024-02-28,1,1,0,1,0,1,1,0,1,0
1790,4.31476556935172e-5,3.457969124791605e-5,SD,2024-02-29,1,1,1,1,1,1,1,1,1,1
1791,NA,NA,SD,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,NA,NA,SD,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,1.40461539392038,0.990769802496475,SD,2024-03-03,1,1,0,1,0,1,1,0,1,0
1794,3.51714912276424e-5,2.0014593318894e-5,SD,2024-03-04,1,1,1,1,1,1,1,1,1,1
1795,1.4074448392789,0.994215809251285,SD,2024-03-05,1,1,0,0,1,1,1,0,0,1
1796,1.39786320298246,0.496256806310486,SD,2024-03-06,1,1,0,1,0,1,1,0,1,0
1797,NA,NA,SD,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,NA,NA,SD,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,SD,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,1.45239732745129e-5,8.8529741587009e-6,SD,2024-03-10,1,1,1,1,1,1,1,1,1,1
1801,2.42471530600561,0.66357927904942,SD,2024-03-11,1,1,0,0,0,1,1,0,0,0
1802,1.40941090725761,0.99628504907493,SD,2024-03-12,1,1,0,0,1,1,1,0,0,1
1803,NA,NA,SD,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,NA,NA,SD,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,NA,NA,SD,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,SD,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,0.00541571358037908,0.001070581881448355,TN,2024-02-04,1,1,1,1,1,1,1,1,1,1
1808,0.0184436424035435,9.341337825297e-4,TN,2024-02-05,1,1,1,1,1,1,1,0,1,0
1809,0.0330706617456772,8.1489876848421e-4,TN,2024-02-06,1,1,1,1,1,1,1,1,1,1
1810,0.0193724347099502,7.1074478946562e-4,TN,2024-02-07,1,1,1,1,1,1,1,0,1,0
1811,0.00742544960692813,6.19795860686765e-4,TN,2024-02-08,1,1,1,1,1,1,1,1,1,1
1812,1.25769838640526,0.1951026374088605,TN,2024-02-09,0,1,0,1,1,0,1,0,1,1
1813,1.13570144009033,0.191944958200397,TN,2024-02-10,1,1,0,1,0,1,1,0,1,0
1814,0.0132494216695527,4.1066852420464e-4,TN,2024-02-11,1,1,1,1,1,1,1,1,1,1
1815,0.822207715305153,0.064549980376863,TN,2024-02-12,1,1,1,1,0,1,1,0,1,0
1816,0.0203198155613939,3.1195962237025e-4,TN,2024-02-13,1,1,1,1,1,1,1,1,1,1
1817,2.36055075637598,0.1762149349361945,TN,2024-02-14,1,1,0,1,0,1,1,0,1,0
1818,0.0141894408031209,2.3691674106456e-4,TN,2024-02-15,1,1,1,1,1,1,1,1,1,1
1819,1.2809897445237,0.1637816052034815,TN,2024-02-16,1,1,0,0,1,1,1,0,0,1
1820,2.38628886168487,0.97912963573464,TN,2024-02-17,0,1,0,1,0,0,1,0,1,0
1821,0.00683714298363521,1.5676463835404e-4,TN,2024-02-18,1,1,1,1,1,1,1,1,1,1
1822,0.0168011598896956,1.3660410998338e-4,TN,2024-02-19,1,1,1,1,1,1,1,1,1,1
1823,0.0176986444323375,1.19038496892075e-4,TN,2024-02-20,1,1,1,1,1,1,1,1,1,1
1824,1.31549821024579,0.1645369207177155,TN,2024-02-21,1,1,0,0,1,1,1,0,0,1
1825,1.22779159733323,0.122773717326084,TN,2024-02-22,1,1,0,1,0,1,1,0,1,0
1826,1.25967544629482,0.140466133321451,TN,2024-02-23,1,1,0,1,0,1,1,0,1,0
1827,NA,NA,TN,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828,1.1351892246014e-4,5.985404397736e-5,TN,2024-02-25,1,1,1,1,1,1,1,1,1,1
1829,0.00343608733334985,5.2175081908845e-5,TN,2024-02-26,1,1,1,1,1,1,1,0,0,1
1830,0.00305714637482422,4.54853751229003e-5,TN,2024-02-27,1,1,1,1,1,1,1,1,1,1
1831,0.00365229663664031,3.965730663752095e-5,TN,2024-02-28,1,1,1,1,1,1,1,1,1,1
1832,1.36743892121136,0.3295698397624205,TN,2024-02-29,1,1,0,1,0,1,1,0,1,0
1833,0.00166553668091939,3.015567263396195e-5,TN,2024-03-01,1,1,1,1,1,1,1,1,1,1
1834,1.3480571967328e-4,2.630088640088775e-5,TN,2024-03-02,1,1,1,1,1,1,1,1,1,1
1835,2.9885161056255e-4,2.29418561129837e-5,TN,2024-03-03,1,1,1,1,1,1,1,1,1,1
1836,1.2101425432349e-4,2.0014593318894e-5,TN,2024-03-04,1,1,1,1,1,1,1,1,1,1
1837,1.37365652525184,0.248003539645614,TN,2024-03-05,1,1,0,1,0,1,1,0,1,0
1838,3.1831118927996e-4,1.523968347761145e-5,TN,2024-03-06,1,1,1,1,1,1,1,1,1,1
1839,1.8362722790674e-4,1.3301266781814e-5,TN,2024-03-07,1,1,1,1,1,1,1,1,1,1
1840,5.2538033730485e-5,1.16113394503107e-5,TN,2024-03-08,1,1,1,1,1,1,1,1,1,1
1841,NA,NA,TN,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,6.42618641483132e-5,8.8529741587009e-6,TN,2024-03-10,1,1,1,1,1,1,1,1,1,1
1843,9.3619005744245e-5,7.7323648573979e-6,TN,2024-03-11,1,1,1,1,1,1,1,1,1,1
1844,7.9903066422457e-6,6.7548998783359e-6,TN,2024-03-12,1,1,1,1,1,1,1,1,1,1
1845,NA,NA,TN,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,8.36648741810147e-5,5.15813831484105e-6,TN,2024-03-14,1,1,1,1,1,1,1,1,1,1
1847,6.2069833123693e-5,4.50884867673513e-6,TN,2024-03-15,1,1,1,1,1,1,1,1,1,1
1848,6.77832559100033e-5,3.942140977170425e-6,TN,2024-03-16,1,1,1,1,1,1,1,1,1,1
1849,0.0126227259190388,0.001070581881448355,TX,2024-02-04,1,1,1,1,1,1,1,1,1,1
1850,0.0530273011233732,9.341337825297e-4,TX,2024-02-05,1,1,1,1,1,1,1,1,1,1
1851,0.0467285735451594,8.1489876848421e-4,TX,2024-02-06,1,1,1,1,1,1,1,1,1,1
1852,1.25105825424506,0.242374796272302,TX,2024-02-07,1,1,0,0,1,1,1,0,0,1
1853,1.1712567680749,0.2383832800208145,TX,2024-02-08,1,1,0,1,0,1,1,0,1,0
1854,7.14531404151e-4,5.4040287724547e-4,TX,2024-02-09,1,1,1,1,1,1,1,1,1,1
1855,0.00996088190446304,4.7111745224877e-4,TX,2024-02-10,1,1,1,1,1,1,1,1,1,1
1856,NA,NA,TX,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,0.190162134363181,3.5794148884715e-4,TX,2024-02-12,1,1,1,1,1,1,1,0,1,0
1858,0.00158822859875521,3.1195962237025e-4,TX,2024-02-13,1,1,1,1,1,1,1,1,1,1
1859,0.0273943258654502,2.7186757658364e-4,TX,2024-02-14,1,1,1,1,1,1,1,0,1,0
1860,1.1856591887435,0.0982571656359475,TX,2024-02-15,1,1,0,0,1,1,1,1,0,0
1861,0.00454646319317512,2.0645228240542e-4,TX,2024-02-16,1,1,1,1,1,1,1,1,1,1
1862,2.2255478853351e-4,1.7990168572069e-4,TX,2024-02-17,1,1,1,1,1,1,1,1,1,1
1863,8.8723326485865e-4,1.5676463835404e-4,TX,2024-02-18,1,1,1,1,1,1,1,1,1,1
1864,0.00411373370132098,1.3660410998338e-4,TX,2024-02-19,1,1,1,1,1,1,1,1,1,1
1865,0.00386210726124522,1.19038496892075e-4,TX,2024-02-20,1,1,1,1,1,1,1,1,1,1
1866,1.35994600368482,0.3289701067244795,TX,2024-02-21,1,1,0,0,1,1,1,0,0,1
1867,1.31899593809856,0.245457032546388,TX,2024-02-22,1,1,0,1,0,1,1,0,1,0
1868,0.00102711660760981,7.8787143576845e-5,TX,2024-02-23,1,1,1,1,1,1,1,1,1,1
1869,NA,NA,TX,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,5.74594969276442e-5,5.985404397736e-5,TX,2024-02-25,1,1,1,1,1,1,1,1,1,1
1871,0.00326052815493527,5.2175081908845e-5,TX,2024-02-26,1,1,1,1,1,1,1,1,1,1
1872,0.00271748104364045,4.54853751229003e-5,TX,2024-02-27,1,1,1,1,1,1,1,1,1,1
1873,5.1357338126496e-4,3.965730663752095e-5,TX,2024-02-28,1,1,1,1,1,1,1,1,1,1
1874,1.38701596215433,0.3307039956976065,TX,2024-02-29,1,1,0,0,1,1,1,0,0,1
1875,1.9692923859807e-4,3.015567263396195e-5,TX,2024-03-01,1,1,1,1,1,1,1,1,1,1
1876,NA,NA,TX,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,NA,NA,TX,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,2.8490510864595e-4,2.0014593318894e-5,TX,2024-03-04,1,1,1,1,1,1,1,1,1,1
1879,2.0586706845586e-4,1.74633760633168e-5,TX,2024-03-05,1,1,1,1,1,1,1,1,1,1
1880,1.431042702607e-4,1.523968347761145e-5,TX,2024-03-06,1,1,1,1,1,1,1,1,1,1
1881,1.39392888913617,0.4965061045443225,TX,2024-03-07,1,1,0,1,0,1,1,0,1,0
1882,1.678812919432e-4,1.16113394503107e-5,TX,2024-03-08,1,1,1,1,1,1,1,1,1,1
1883,NA,NA,TX,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,9.85706853596797e-6,8.8529741587009e-6,TX,2024-03-10,1,1,1,1,1,1,1,1,1,1
1885,3.87070251249566e-5,7.7323648573979e-6,TX,2024-03-11,1,1,1,1,1,1,1,1,1,1
1886,1.10450079254887e-5,6.7548998783359e-6,TX,2024-03-12,1,1,1,1,1,1,1,1,1,1
1887,NA,NA,TX,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,8.17415440540047e-6,5.15813831484105e-6,TX,2024-03-14,1,1,1,1,1,1,1,1,1,1
1889,1.40024874084594,0.4979842425288495,TX,2024-03-15,1,1,0,1,0,1,1,0,1,0
1890,NA,NA,TX,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,NA,NA,UT,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,0.00488867837684735,9.341337825297e-4,UT,2024-02-05,1,1,1,1,1,1,1,1,1,1
1893,NA,NA,UT,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,0.0085815614401611,7.1074478946562e-4,UT,2024-02-07,1,1,1,1,1,1,1,1,1,1
1895,NA,NA,UT,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,2.40582910495034,0.273202887470825,UT,2024-02-09,1,1,0,1,0,1,1,0,1,0
1897,NA,NA,UT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,NA,NA,UT,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1899,3.433710535882e-4,3.5794148884715e-4,UT,2024-02-12,1,1,1,1,1,1,1,1,1,1
1900,NA,NA,UT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,NA,NA,UT,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,NA,NA,UT,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,NA,NA,UT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,NA,NA,UT,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,NA,NA,UT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,NA,NA,UT,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,6.0903199855852e-4,1.19038496892075e-4,UT,2024-02-20,1,1,1,1,1,1,1,1,1,1
1908,NA,NA,UT,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,1.4150620887758e-4,9.040210577978e-5,UT,2024-02-22,1,1,1,1,1,1,1,1,1,1
1910,0.00584073054130767,7.8787143576845e-5,UT,2024-02-23,1,1,1,1,1,1,1,1,1,1
1911,9.54028467460549e-5,6.866871628166e-5,UT,2024-02-24,1,1,1,1,1,1,1,1,1,1
1912,NA,NA,UT,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,5.8462031504574e-4,5.2175081908845e-5,UT,2024-02-26,1,1,1,1,1,0,1,0,1,1
1914,6.58599254709305e-5,4.54853751229003e-5,UT,2024-02-27,1,1,1,1,1,1,1,1,1,1
1915,NA,NA,UT,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
